,database,topic,scuSentCharIdx,documentFile,docSentCharIdx,docSpanOieOffsets,docSpanOffsets,summarySpanOieOffsets,summarySpanOffsets
13787,2008,D0803-A,1441,XIN_ENG_20051108.0168,0,"0, 102","0, 155","1449, 1457;1458, 1476","1441, 1524"
13788,2008,D0803-A,1441,XIN_ENG_20051108.0168,0,"91, 102;109, 154","0, 155","1449, 1457;1458, 1476","1441, 1524"
13789,2008,D0803-A,1441,XIN_ENG_20051108.0168,841,"856, 897","841, 896","1449, 1457;1458, 1476","1441, 1524"
13790,2008,D0803-A,2206,XIN_ENG_20051108.0168,0,"0, 102","0, 155","2327, 2363","2311, 2362"
13791,2008,D0803-A,2206,XIN_ENG_20051108.0168,0,"91, 102;109, 154","0, 155","2327, 2363","2311, 2362"
13792,2008,D0803-A,2206,XIN_ENG_20051108.0168,841,"856, 897","841, 896","2327, 2363","2311, 2362"
13793,2008,D0803-A,61,XIN_ENG_20051108.0168,155,"155, 165;167, 204","155, 203","593, 621","593, 620"
13794,2008,D0803-A,61,XIN_ENG_20051108.0168,378,"378, 469","378, 511","593, 621","593, 620"
13795,2008,D0803-A,61,XIN_ENG_20051108.0168,378,"471, 510","378, 511","593, 621","593, 620"
13796,2008,D0803-A,61,XIN_ENG_20051108.0168,633,"756, 840","633, 841","593, 621","593, 620"
13797,2008,D0803-A,2206,XIN_ENG_20051108.0168,155,"155, 165;167, 204","155, 203","2206, 2259","2206, 2259;2763, 2798"
13798,2008,D0803-A,2206,XIN_ENG_20051108.0168,378,"378, 469","378, 511","2206, 2259","2206, 2259;2763, 2798"
13799,2008,D0803-A,2206,XIN_ENG_20051108.0168,378,"471, 510","378, 511","2206, 2259","2206, 2259;2763, 2798"
13800,2008,D0803-A,2206,XIN_ENG_20051108.0168,633,"756, 840","633, 841","2206, 2259","2206, 2259;2763, 2798"
13801,2008,D0803-A,2206,XIN_ENG_20051108.0168,155,"155, 165;167, 204","155, 203","2763, 2819","2206, 2259;2763, 2798"
13802,2008,D0803-A,2206,XIN_ENG_20051108.0168,378,"378, 469","378, 511","2763, 2819","2206, 2259;2763, 2798"
13803,2008,D0803-A,2206,XIN_ENG_20051108.0168,378,"471, 510","378, 511","2763, 2819","2206, 2259;2763, 2798"
13804,2008,D0803-A,2206,XIN_ENG_20051108.0168,633,"756, 840","633, 841","2763, 2819","2206, 2259;2763, 2798"
13805,2008,D0803-A,1441,XIN_ENG_20051108.0168,155,"155, 165;167, 204","155, 203","1809, 1923","1809, 1898"
13806,2008,D0803-A,1441,XIN_ENG_20051108.0168,378,"378, 469","378, 511","1809, 1923","1809, 1898"
13807,2008,D0803-A,1441,XIN_ENG_20051108.0168,378,"471, 510","378, 511","1809, 1923","1809, 1898"
13808,2008,D0803-A,1441,XIN_ENG_20051108.0168,633,"756, 840","633, 841","1809, 1923","1809, 1898"
13809,2008,D0803-A,61,XIN_ENG_20051108.0168,155,"155, 165;167, 204","155, 203","529, 605","531, 588"
13810,2008,D0803-A,61,XIN_ENG_20051108.0168,378,"378, 469","378, 511","529, 605","531, 588"
13811,2008,D0803-A,61,XIN_ENG_20051108.0168,378,"471, 510","378, 511","529, 605","531, 588"
13812,2008,D0803-A,61,XIN_ENG_20051108.0168,633,"756, 840","633, 841","529, 605","531, 588"
13813,2008,D0803-A,792,XIN_ENG_20051108.0168,261,"261, 276;278, 348","261, 376","1028, 1088","1031, 1088"
13814,2008,D0803-A,792,XIN_ENG_20051108.0168,261,"324, 377","261, 376","1028, 1088","1031, 1088"
13815,2008,D0803-A,1441,XIN_ENG_20051108.0168,261,"261, 276;278, 348","261, 376","1925, 1968","1809, 1835;1925, 1968"
13816,2008,D0803-A,1441,XIN_ENG_20051108.0168,261,"324, 377","261, 376","1925, 1968","1809, 1835;1925, 1968"
13817,2008,D0803-A,2206,XIN_ENG_20051108.0168,633,"756, 840","633, 841","2763, 2819","2217, 2239;2261, 2295;2763, 2780;2789, 2818"
13818,2008,D0803-B,1495,APW_ENG_20051130.0207,117,"122, 169","126, 169","1495, 1573","1495, 1503;1514, 1519;1520, 1573"
13819,2008,D0803-B,1495,APW_ENG_20051130.0207,117,"122, 155;171, 221","126, 169","1495, 1573","1495, 1503;1514, 1519;1520, 1573"
13820,2008,D0803-B,61,APW_ENG_20051130.0207,117,"122, 169","126, 169","198, 227","198, 226"
13821,2008,D0803-B,61,APW_ENG_20051130.0207,117,"122, 155;171, 221","126, 169","198, 227","198, 226"
13822,2008,D0803-B,61,APW_ENG_20051130.0207,1720,"1949, 1969;1971, 2025","1951, 2215","674, 762","674, 711"
13823,2008,D0803-B,61,APW_ENG_20051208.0202,273,"273, 283;285, 338","273, 369","674, 762","674, 711"
13824,2008,D0803-B,61,APW_ENG_20051208.0202,273,"331, 370","273, 369","674, 762","674, 711"
13825,2008,D0803-B,61,APW_ENG_20051208.0202,371,"416, 457","416, 456","198, 227","198, 226"
13826,2008,D0803-B,820,APW_ENG_20051208.0202,371,"416, 457","416, 456","1396, 1437","1396, 1436"
13827,2008,D0803-B,820,APW_ENG_20051223.0245,874,"874, 1037","874, 1037","1134, 1282","1120, 1133;1134, 1148;1171, 1212"
13828,2008,D0803-B,820,APW_ENG_20051223.0245,874,"874, 963;1039, 1065","874, 1037","1134, 1282","1120, 1133;1134, 1148;1171, 1212"
13829,2008,D0803-B,61,APW_ENG_20051223.0245,1386,"1387, 1540","1386, 1521","674, 762","674, 711"
13830,2008,D0803-B,1495,APW_ENG_20051223.0245,2309,"2309, 2383","2309, 2383","1930, 1964","1930, 1963"
13831,2008,D0803-B,1495,APW_ENG_20051223.0245,2309,"2309, 2319;2362, 2416","2309, 2383","1930, 1964","1930, 1963"
13832,2008,D0803-B,61,APW_ENG_20051223.0245,2309,"2309, 2383","2309, 2383","584, 673","586, 672"
13833,2008,D0803-B,61,APW_ENG_20051223.0245,2309,"2309, 2319;2362, 2416","2309, 2383","584, 673","586, 672"
13834,2008,D0803-B,2229,APW_ENG_20051223.0245,2309,"2309, 2383","2309, 2383","2657, 2663;2668, 2687","1012, 1026;2641, 2725"
13835,2008,D0803-B,2229,APW_ENG_20051223.0245,2309,"2309, 2319;2362, 2416","2309, 2383","2657, 2663;2668, 2687","1012, 1026;2641, 2725"
13836,2008,D0803-B,2229,APW_ENG_20051223.0245,2309,"2309, 2383","2309, 2383","2678, 2687;2692, 2726","1012, 1026;2641, 2725"
13837,2008,D0803-B,2229,APW_ENG_20051223.0245,2309,"2309, 2319;2362, 2416","2309, 2383","2678, 2687;2692, 2726","1012, 1026;2641, 2725"
13838,2008,D0803-B,820,APW_ENG_20051223.0245,2309,"2309, 2383","2309, 2383","1018, 1059","1027, 1114;2614, 2628"
13839,2008,D0803-B,820,APW_ENG_20051223.0245,2309,"2309, 2319;2362, 2416","2309, 2383","1018, 1059","1027, 1114;2614, 2628"
13840,2008,D0803-B,820,APW_ENG_20051223.0245,2309,"2309, 2383","2309, 2383","1054, 1059;1064, 1115","1027, 1114;2614, 2628"
13841,2008,D0803-B,820,APW_ENG_20051223.0245,2309,"2309, 2319;2362, 2416","2309, 2383","1054, 1059;1064, 1115","1027, 1114;2614, 2628"
13842,2008,D0803-B,1495,APW_ENG_20051223.0245,2429,"2452, 2517","2429, 2517","1495, 1573","1495, 1503;1514, 1519;1520, 1573"
13843,2008,D0803-B,61,APW_ENG_20051223.0245,2429,"2452, 2517","2429, 2517","198, 227","198, 226"
13844,2008,D0803-B,1495,APW_ENG_20051223.0245,2429,"2452, 2517","2429, 2517","1495, 1573","1508, 1573"
13845,2008,D0803-B,2229,XIN_ENG_20051116.0066,268,"268, 380","268, 448","2229, 2279","2229, 2328"
13846,2008,D0803-B,2229,XIN_ENG_20051116.0066,268,"268, 271;360, 448","268, 448","2229, 2279","2229, 2328"
13847,2008,D0803-B,2229,XIN_ENG_20051116.0066,268,"268, 380","268, 448","2229, 2234;2255, 2329","2229, 2328"
13848,2008,D0803-B,2229,XIN_ENG_20051116.0066,268,"268, 271;360, 448","268, 448","2229, 2234;2255, 2329","2229, 2328"
13849,2008,D0803-B,1495,XIN_ENG_20051116.0066,499,"499, 587","499, 596","1717, 1742","1717, 1765"
13850,2008,D0803-B,61,XIN_ENG_20051116.0066,683,"683, 698;700, 770","683, 798","228, 324","228, 284"
13851,2008,D0803-B,61,XIN_ENG_20051116.0066,683,"746, 799","683, 798","228, 324","228, 284"
13852,2008,D0803-B,61,XIN_ENG_20051116.0066,683,"683, 698;700, 770","683, 798","228, 324","228, 262;286, 324"
13853,2008,D0803-B,61,XIN_ENG_20051116.0066,683,"746, 799","683, 798","228, 324","228, 262;286, 324"
13854,2008,D0803-B,61,XIN_ENG_20051116.0066,683,"683, 698;700, 770","683, 798","228, 324","228, 262;332, 369"
13855,2008,D0803-B,61,XIN_ENG_20051116.0066,683,"746, 799","683, 798","228, 324","228, 262;332, 369"
13856,2008,D0803-B,820,XIN_ENG_20051116.0066,856,"856, 1025","972, 1025","820, 1007","820, 855;861, 882;891, 897;905, 916"
13857,2008,D0803-B,1495,XIN_ENG_20051116.0066,856,"856, 1025","972, 1025","1636, 1704","1651, 1704"
13858,2008,D0803-B,1495,XIN_ENG_20051116.0066,1072,"1072, 1139","1072, 1138","1495, 1573","1495, 1503;1514, 1519;1520, 1573"
13859,2008,D0803-B,820,XIN_ENG_20051116.0066,1072,"1072, 1139","1072, 1138","1396, 1437","1396, 1436"
13860,2008,D0803-B,61,XIN_ENG_20051116.0066,1140,"1251, 1340","1270, 1339","61, 197","61, 196"
13861,2008,D0803-B,2229,XIN_ENG_20051116.0398,504,"504, 641","504, 628","2523, 2525;2536, 2613","2523, 2536;2538, 2612"
13862,2008,D0803-B,61,XIN_ENG_20051116.0398,504,"504, 641","504, 628","369, 435","371, 434"
13863,2008,D0803-B,1495,XIN_ENG_20051116.0398,504,"504, 641","504, 628","1963, 2033","1965, 2032"
13864,2008,D0803-B,1495,XIN_ENG_20051116.0398,504,"646, 703","667, 702","1495, 1573","1495, 1503;1514, 1519;1520, 1573"
13865,2008,D0803-B,61,XIN_ENG_20051116.0398,504,"646, 703","671, 706","198, 227","198, 226"
13866,2008,D0803-B,1495,XIN_ENG_20051116.0398,504,"646, 703","671, 706","1495, 1573","1508, 1573"
13867,2008,D0803-B,1495,XIN_ENG_20051124.0116,0,"0, 83","0, 96","1495, 1573","1495, 1503;1514, 1519;1520, 1573"
13868,2008,D0803-B,61,XIN_ENG_20051124.0116,0,"0, 83","0, 96","198, 227","198, 226"
13869,2008,D0803-B,1495,XIN_ENG_20051124.0116,0,"0, 83","0, 96","1495, 1573","1508, 1573"
13870,2008,D0803-B,61,XIN_ENG_20051124.0116,0,"0, 34;98, 192","98, 191","674, 762","674, 711"
13871,2008,D0803-B,61,XIN_ENG_20051124.0116,431,"431, 587","431, 527","674, 762","674, 711"
13872,2008,D0803-B,61,XIN_ENG_20051124.0116,946,"1051, 1147","1009, 1224","228, 324","228, 262;332, 369"
13873,2008,D0803-B,2229,XIN_ENG_20051203.0042,422,"423, 493","424, 495","2328, 2364;2366, 2368","2330, 2417"
13874,2008,D0803-B,2229,XIN_ENG_20051203.0042,422,"423, 493","424, 495","2366, 2375;2381, 2418","2330, 2417"
13875,2008,D0803-B,820,XIN_ENG_20051203.0042,655,"655, 738","655, 737","820, 1007","820, 855;861, 882;891, 897;905, 916"
13876,2008,D0803-B,1495,XIN_ENG_20051203.0042,655,"655, 738","655, 737","1636, 1704","1651, 1704"
13877,2008,D0803-B,61,XIN_ENG_20051203.0042,1218,"1372, 1400;1431, 1509","1433, 1489","674, 762","674, 711"
13878,2008,D0803-B,1495,XIN_ENG_20051212.0134,638,"638, 704","638, 764","1930, 1964","1930, 1963"
13879,2008,D0803-B,1495,XIN_ENG_20051212.0134,638,"698, 704;709, 763","638, 764","1930, 1964","1930, 1963"
13880,2008,D0803-B,1495,XIN_ENG_20051212.0134,910,"910, 1088","910, 1074","1930, 1964","1930, 1963"
13881,2008,D0803-B,61,XIN_ENG_20051212.0134,638,"638, 704","638, 764","584, 673","586, 672"
13882,2008,D0803-B,61,XIN_ENG_20051212.0134,638,"698, 704;709, 763","638, 764","584, 673","586, 672"
13883,2008,D0803-B,61,XIN_ENG_20051212.0134,910,"910, 1088","910, 1074","584, 673","586, 672"
13884,2008,D0803-B,2229,XIN_ENG_20051212.0134,638,"638, 704","638, 764","2657, 2663;2668, 2687","1012, 1026;2641, 2725"
13885,2008,D0803-B,2229,XIN_ENG_20051212.0134,638,"698, 704;709, 763","638, 764","2657, 2663;2668, 2687","1012, 1026;2641, 2725"
13886,2008,D0803-B,2229,XIN_ENG_20051212.0134,910,"910, 1088","910, 1074","2657, 2663;2668, 2687","1012, 1026;2641, 2725"
13887,2008,D0803-B,2229,XIN_ENG_20051212.0134,638,"638, 704","638, 764","2678, 2687;2692, 2726","1012, 1026;2641, 2725"
13888,2008,D0803-B,2229,XIN_ENG_20051212.0134,638,"698, 704;709, 763","638, 764","2678, 2687;2692, 2726","1012, 1026;2641, 2725"
13889,2008,D0803-B,2229,XIN_ENG_20051212.0134,910,"910, 1088","910, 1074","2678, 2687;2692, 2726","1012, 1026;2641, 2725"
13890,2008,D0803-B,820,XIN_ENG_20051212.0134,638,"638, 704","638, 764","1018, 1059","1027, 1114;2614, 2628"
13891,2008,D0803-B,820,XIN_ENG_20051212.0134,638,"698, 704;709, 763","638, 764","1018, 1059","1027, 1114;2614, 2628"
13892,2008,D0803-B,820,XIN_ENG_20051212.0134,910,"910, 1088","910, 1074","1018, 1059","1027, 1114;2614, 2628"
13893,2008,D0803-B,820,XIN_ENG_20051212.0134,638,"638, 704","638, 764","1054, 1059;1064, 1115","1027, 1114;2614, 2628"
13894,2008,D0803-B,820,XIN_ENG_20051212.0134,638,"698, 704;709, 763","638, 764","1054, 1059;1064, 1115","1027, 1114;2614, 2628"
13895,2008,D0803-B,820,XIN_ENG_20051212.0134,910,"910, 1088","910, 1074","1054, 1059;1064, 1115","1027, 1114;2614, 2628"
13896,2008,D0803-B,820,XIN_ENG_20051212.0134,638,"638, 704","638, 764","1018, 1059","1012, 1080"
13897,2008,D0803-B,820,XIN_ENG_20051212.0134,638,"698, 704;709, 763","638, 764","1018, 1059","1012, 1080"
13898,2008,D0803-B,2229,XIN_ENG_20051212.0134,638,"638, 704","638, 764","2614, 2663","2614, 2687"
13899,2008,D0803-B,2229,XIN_ENG_20051212.0134,638,"698, 704;709, 763","638, 764","2614, 2663","2614, 2687"
13900,2008,D0803-B,2229,XIN_ENG_20051212.0134,638,"638, 704","638, 764","2657, 2663;2668, 2687","2614, 2687"
13901,2008,D0803-B,2229,XIN_ENG_20051212.0134,638,"698, 704;709, 763","638, 764","2657, 2663;2668, 2687","2614, 2687"
13902,2008,D0803-B,61,XIN_ENG_20051225.0094,1108,"1108, 1123;1125, 1196","1108, 1223","228, 324","228, 284"
13903,2008,D0803-B,61,XIN_ENG_20051225.0094,1108,"1172, 1225","1108, 1223","228, 324","228, 284"
13904,2008,D0803-B,61,XIN_ENG_20051225.0094,1108,"1108, 1123;1125, 1196","1108, 1223","228, 324","228, 262;286, 324"
13905,2008,D0803-B,61,XIN_ENG_20051225.0094,1108,"1172, 1225","1108, 1223","228, 324","228, 262;286, 324"
13906,2008,D0803-B,61,XIN_ENG_20051225.0094,1108,"1108, 1123;1125, 1196","1108, 1223","228, 324","228, 262;332, 369"
13907,2008,D0803-B,61,XIN_ENG_20051225.0094,1108,"1172, 1225","1108, 1223","228, 324","228, 262;332, 369"
13908,2008,D0804-A,2214,AFP_ENG_20050907.0111,278,"278, 341","278, 368","2287, 2369","2308, 2339"
13909,2008,D0804-A,2214,AFP_ENG_20050907.0111,278,"278, 297;310, 369","278, 368","2287, 2369","2308, 2339"
13910,2008,D0804-A,2214,AFP_ENG_20050907.0111,798,"914, 928;933, 963","798, 962","2287, 2369","2308, 2339"
13911,2008,D0804-A,61,AFP_ENG_20050907.0111,446,"446, 512","446, 563","293, 332;376, 416","293, 371"
13912,2008,D0804-A,61,AFP_ENG_20050907.0111,446,"484, 489;495, 562","446, 563","293, 332;376, 416","293, 371"
13913,2008,D0804-A,61,AFP_ENG_20050907.0111,798,"914, 928;933, 963","798, 962","293, 332;376, 416","293, 371"
13914,2008,D0804-A,792,AFP_ENG_20050907.0111,446,"446, 512","446, 563","942, 1014","942, 1013"
13915,2008,D0804-A,792,AFP_ENG_20050907.0111,446,"484, 489;495, 562","446, 563","942, 1014","942, 1013"
13916,2008,D0804-A,792,AFP_ENG_20050907.0111,798,"914, 928;933, 963","798, 962","942, 1014","942, 1013"
13917,2008,D0804-A,1496,AFP_ENG_20050907.0111,446,"446, 512","446, 563","1496, 1669","1596, 1655;1670, 1705"
13918,2008,D0804-A,1496,AFP_ENG_20050907.0111,446,"484, 489;495, 562","446, 563","1496, 1669","1596, 1655;1670, 1705"
13919,2008,D0804-A,1496,AFP_ENG_20050907.0111,798,"914, 928;933, 963","798, 962","1496, 1669","1596, 1655;1670, 1705"
13920,2008,D0804-A,1496,AFP_ENG_20050907.0111,798,"914, 928;933, 963","798, 962","1661, 1687","1596, 1606;1670, 1705"
13921,2008,D0804-A,1496,AFP_ENG_20050907.0111,2650,"2650, 2686","2650, 2789","1661, 1687","1596, 1606;1670, 1705"
13922,2008,D0804-A,1496,AFP_ENG_20050907.0111,2650,"2745, 2790","2650, 2789","1661, 1687","1596, 1606;1670, 1705"
13923,2008,D0804-A,1496,AFP_ENG_20050907.0111,798,"914, 928;933, 963","798, 962","1683, 1705","1596, 1606;1670, 1705"
13924,2008,D0804-A,1496,AFP_ENG_20050907.0111,2650,"2650, 2686","2650, 2789","1683, 1705","1596, 1606;1670, 1705"
13925,2008,D0804-A,1496,AFP_ENG_20050907.0111,2650,"2745, 2790","2650, 2789","1683, 1705","1596, 1606;1670, 1705"
13926,2008,D0804-A,792,AFP_ENG_20050907.0111,798,"914, 928;933, 963","798, 962","792, 883;896, 941","831, 910"
13927,2008,D0804-A,792,AFP_ENG_20050907.0111,2650,"2650, 2686","2650, 2789","792, 883;896, 941","831, 910"
13928,2008,D0804-A,792,AFP_ENG_20050907.0111,2650,"2745, 2790","2650, 2789","792, 883;896, 941","831, 910"
13929,2008,D0804-A,61,AFP_ENG_20050907.0111,986,"986, 1025","986, 1024","193, 274","193, 274"
13930,2008,D0804-A,61,AFP_ENG_20050907.0111,986,"986, 990;1000, 1025","986, 1024","193, 274","193, 274"
13931,2008,D0804-A,2214,AFP_ENG_20050909.0623,0,"38, 93","38, 146","2287, 2369","2308, 2339"
13932,2008,D0804-A,2214,AFP_ENG_20050909.0623,0,"87, 93;120, 146","38, 146","2287, 2369","2308, 2339"
13933,2008,D0804-A,2214,AFP_ENG_20050909.0623,240,"343, 463","343, 473","2287, 2369","2308, 2339"
13934,2008,D0804-A,61,AFP_ENG_20050909.0623,240,"240, 341","240, 341","293, 332;376, 416","293, 371"
13935,2008,D0804-A,792,AFP_ENG_20050909.0623,240,"240, 341","240, 341","942, 1014","942, 1013"
13936,2008,D0804-A,1496,AFP_ENG_20050909.0623,240,"240, 341","240, 341","1496, 1669","1596, 1655;1670, 1705"
13937,2008,D0804-A,1496,AFP_ENG_20050909.0623,805,"805, 945","805, 978","1661, 1687","1661, 1705"
13938,2008,D0804-A,1496,AFP_ENG_20050909.0623,805,"805, 945","805, 978","1683, 1705","1661, 1705"
13939,2008,D0804-A,61,AFP_ENG_20050909.0623,805,"805, 945","805, 978","496, 523","474, 522"
13940,2008,D0804-A,1496,AFP_ENG_20050911.0056,3083,"3134, 3144;3149, 3217","3115, 3214","1661, 1687","1596, 1606;1670, 1705"
13941,2008,D0804-A,1496,AFP_ENG_20050911.0056,3083,"3134, 3144;3149, 3217","3115, 3214","1683, 1705","1596, 1606;1670, 1705"
13942,2008,D0804-A,792,AFP_ENG_20050911.0056,3083,"3134, 3144;3149, 3217","3115, 3214","792, 883;896, 941","831, 910"
13943,2008,D0804-A,61,APW_ENG_20050904.0072,2948,"2948, 2966;3010, 3071","2948, 3069","61, 192","95, 144"
13944,2008,D0804-A,61,APW_ENG_20050904.0072,3485,"3485, 3624","3485, 3548","61, 192","95, 144"
13945,2008,D0804-A,61,APW_ENG_20050904.0072,3485,"3485, 3497;3516, 3543","3485, 3548","61, 192","95, 144"
13946,2008,D0804-A,1496,APW_ENG_20050904.0072,2948,"2948, 2966;3010, 3071","2948, 3069","1496, 1669","1528, 1594"
13947,2008,D0804-A,1496,APW_ENG_20050904.0072,3485,"3485, 3624","3485, 3548","1496, 1669","1528, 1594"
13948,2008,D0804-A,1496,APW_ENG_20050904.0072,3485,"3485, 3497;3516, 3543","3485, 3548","1496, 1669","1528, 1594"
13949,2008,D0804-A,2214,APW_ENG_20050904.0072,2948,"2948, 2966;3010, 3071","2948, 3069","2287, 2369","2308, 2339"
13950,2008,D0804-A,2214,APW_ENG_20050904.0072,3485,"3485, 3624","3485, 3548","2287, 2369","2308, 2339"
13951,2008,D0804-A,2214,APW_ENG_20050904.0072,3485,"3485, 3497;3516, 3543","3485, 3548","2287, 2369","2308, 2339"
13952,2008,D0804-A,2214,LTW_ENG_20050908.0080,758,"758, 916","809, 863","2214, 2261","2241, 2285"
13953,2008,D0804-A,2214,LTW_ENG_20050908.0080,758,"758, 916","809, 863","2254, 2286","2241, 2285"
13954,2008,D0804-A,2214,LTW_ENG_20050908.0080,1022,"1022, 1116","1022, 1184","2596, 2605;2621, 2661","2596, 2660"
13955,2008,D0804-A,2214,LTW_ENG_20050908.0080,1022,"1022, 1051;1124, 1185","1022, 1184","2596, 2605;2621, 2661","2596, 2660"
13956,2008,D0804-A,792,LTW_ENG_20050908.0080,1022,"1022, 1116","1022, 1184","1401, 1438","1401, 1437"
13957,2008,D0804-A,792,LTW_ENG_20050908.0080,1022,"1022, 1051;1124, 1185","1022, 1184","1401, 1438","1401, 1437"
13958,2008,D0804-A,1496,LTW_ENG_20050908.0080,1022,"1022, 1116","1022, 1184","2007, 2051","2009, 2065"
13959,2008,D0804-A,1496,LTW_ENG_20050908.0080,1022,"1022, 1051;1124, 1185","1022, 1184","2007, 2051","2009, 2065"
13960,2008,D0804-A,2214,LTW_ENG_20050908.0080,1643,"1643, 1654;1659, 1697","1643, 1760","2380, 2398;2409, 2437","2380, 2436"
13961,2008,D0804-A,2214,LTW_ENG_20050908.0080,1643,"1643, 1761","1643, 1760","2380, 2398;2409, 2437","2380, 2436"
13962,2008,D0804-A,2214,LTW_ENG_20050908.0080,1643,"1703, 1761","1643, 1760","2380, 2398;2409, 2437","2380, 2436"
13963,2008,D0804-A,2214,LTW_ENG_20050908.0080,1643,"1643, 1654;1659, 1697","1643, 1760","2380, 2391;2400, 2437","2380, 2436"
13964,2008,D0804-A,2214,LTW_ENG_20050908.0080,1643,"1643, 1761","1643, 1760","2380, 2391;2400, 2437","2380, 2436"
13965,2008,D0804-A,2214,LTW_ENG_20050908.0080,1643,"1703, 1761","1643, 1760","2380, 2391;2400, 2437","2380, 2436"
13966,2008,D0804-A,61,LTW_ENG_20050908.0080,1832,"1832, 1851;1853, 1883","1832, 1963","293, 332;376, 416","293, 371"
13967,2008,D0804-A,61,LTW_ENG_20050908.0080,1832,"1832, 1964","1832, 1963","293, 332;376, 416","293, 371"
13968,2008,D0804-A,792,LTW_ENG_20050908.0080,1832,"1832, 1851;1853, 1883","1832, 1963","942, 1014","942, 1013"
13969,2008,D0804-A,792,LTW_ENG_20050908.0080,1832,"1832, 1964","1832, 1963","942, 1014","942, 1013"
13970,2008,D0804-A,1496,LTW_ENG_20050908.0080,1832,"1832, 1851;1853, 1883","1832, 1963","1496, 1669","1596, 1655;1670, 1705"
13971,2008,D0804-A,1496,LTW_ENG_20050908.0080,1832,"1832, 1964","1832, 1963","1496, 1669","1596, 1655;1670, 1705"
13972,2008,D0804-A,792,LTW_ENG_20050908.0080,2101,"2101, 2150;2261, 2291","2101, 2127","792, 883;896, 941","804, 826;842, 910"
13973,2008,D0804-A,61,NYT_ENG_20050909.0287,307,"373, 388;400, 481","403, 480","293, 332;376, 416","293, 371"
13974,2008,D0804-A,792,NYT_ENG_20050909.0287,307,"373, 388;400, 481","403, 480","942, 1014","942, 1013"
13975,2008,D0804-A,1496,NYT_ENG_20050909.0287,307,"373, 388;400, 481","403, 480","1496, 1669","1596, 1655;1670, 1705"
13976,2008,D0804-A,1496,NYT_ENG_20050909.0287,1771,"1777, 1839","1771, 1895","1661, 1687","1596, 1606;1670, 1705"
13977,2008,D0804-A,1496,NYT_ENG_20050909.0287,1771,"1771, 1805;1839, 1896","1771, 1895","1661, 1687","1596, 1606;1670, 1705"
13978,2008,D0804-A,1496,NYT_ENG_20050909.0287,3302,"3302, 3347","3302, 3355","1661, 1687","1596, 1606;1670, 1705"
13980,2008,D0804-A,1496,NYT_ENG_20050909.0287,1771,"1777, 1839","1771, 1895","1683, 1705","1596, 1606;1670, 1705"
13981,2008,D0804-A,1496,NYT_ENG_20050909.0287,1771,"1771, 1805;1839, 1896","1771, 1895","1683, 1705","1596, 1606;1670, 1705"
13982,2008,D0804-A,1496,NYT_ENG_20050909.0287,3302,"3302, 3347","3302, 3355","1683, 1705","1596, 1606;1670, 1705"
13984,2008,D0804-A,792,NYT_ENG_20050909.0287,1771,"1777, 1839","1771, 1895","792, 883;896, 941","831, 910"
13985,2008,D0804-A,792,NYT_ENG_20050909.0287,1771,"1771, 1805;1839, 1896","1771, 1895","792, 883;896, 941","831, 910"
13986,2008,D0804-A,792,NYT_ENG_20050909.0287,3302,"3302, 3347","3302, 3355","792, 883;896, 941","831, 910"
13988,2008,D0804-A,61,NYT_ENG_20050910.0058,255,"269, 334","255, 377","61, 192","95, 144"
13989,2008,D0804-A,1496,NYT_ENG_20050910.0058,255,"269, 334","255, 377","1496, 1669","1528, 1594"
13990,2008,D0804-A,2214,NYT_ENG_20050910.0058,255,"269, 334","255, 377","2287, 2369","2308, 2339"
13991,2008,D0804-A,1496,NYT_ENG_20050910.0058,255,"269, 334","255, 418","1661, 1687","1596, 1606;1670, 1705"
13992,2008,D0804-A,1496,NYT_ENG_20050910.0058,255,"269, 334","255, 418","1683, 1705","1596, 1606;1670, 1705"
13993,2008,D0804-A,792,NYT_ENG_20050910.0058,255,"269, 334","255, 418","792, 883;896, 941","831, 910"
13994,2008,D0804-A,2214,NYT_ENG_20050910.0058,255,"269, 334","255, 399","2380, 2398;2409, 2437","2380, 2436"
13995,2008,D0804-A,2214,NYT_ENG_20050910.0058,255,"269, 334","255, 399","2380, 2391;2400, 2437","2380, 2436"
13996,2008,D0804-A,61,NYT_ENG_20050910.0058,1537,"1537, 1548;1631, 1777","1537, 1776","680, 734","680, 688;709, 733"
13997,2008,D0804-A,792,NYT_ENG_20050910.0058,1537,"1537, 1548;1631, 1777","1537, 1776","1013, 1069","1019, 1069"
13998,2008,D0804-A,1496,NYT_ENG_20050910.0058,1537,"1537, 1548;1631, 1777","1537, 1776","2118, 2156","2118, 2155"
13999,2008,D0804-A,792,NYT_ENG_20050910.0058,1537,"1537, 1548;1631, 1777","1537, 1776","1013, 1069","1019, 1069"
14000,2008,D0804-A,1496,NYT_ENG_20050910.0058,1537,"1537, 1548;1631, 1777","1537, 1776","2118, 2156","2118, 2155"
14001,2008,D0804-A,61,NYT_ENG_20050910.0058,1537,"1537, 1548;1631, 1777","1537, 1776","680, 734","693, 733"
14002,2008,D0804-A,2214,NYT_ENG_20050912.0171,126,"126, 151;153, 198","126, 216","2380, 2398;2409, 2437","2380, 2436"
14003,2008,D0804-A,2214,NYT_ENG_20050912.0171,126,"126, 134;153, 212","126, 216","2380, 2398;2409, 2437","2380, 2436"
14004,2008,D0804-A,2214,NYT_ENG_20050912.0171,126,"126, 151;153, 198","126, 216","2380, 2391;2400, 2437","2380, 2436"
